Artefact,Subject,AUC,PSD,AutoCorr,SampEn
0,1,0.181416671607,0.999869226386,0.998530953004,0.363549379463
0,1,0.178302899152,0.999876284058,0.998668683479,0.313585519177
0,1,0.179518586589,0.999870527832,0.998646327081,0.320015461469
0,1,0.183090057509,0.999871205596,0.998669007005,0.315356998955
0,1,0.177116855398,0.999867390395,0.998407593761,0.320136102887
0,1,0.178173356258,0.999868501964,0.998529871477,0.343237758398
0,1,0.182394023834,0.999868259374,0.998479319845,0.315395498376
0,1,0.180364024426,0.999880594392,0.998743920014,0.322187896267
0,1,0.179388747258,0.99987747139,0.998583297734,0.315547588221
0,1,0.182694314342,0.999872027162,0.998593903623,0.315265469496
0,1,0.183824627972,0.999876512642,0.998687129827,0.322388825815
0,1,0.180211359459,0.999873543285,0.998526777393,0.334952901872
0,1,0.183045591984,0.999874896737,0.998568961949,0.322308687706
0,1,0.183868797059,0.99987056175,0.998583976278,0.383345686825
0,1,0.179952866544,0.999871022773,0.998528624448,0.329770510478
0,1,0.181004624415,0.99987707909,0.998634781814,0.353077488762
0,1,0.185525878935,0.999873339194,0.998673177858,0.343514081165
0,1,0.179122546985,0.999868579862,0.998398842482,0.34907007304
0,1,0.180762139088,0.999869843161,0.998614885498,0.344453873216
0,1,0.184822434339,0.999869694732,0.998494772243,0.356718806474
0,1,0.18018230865,0.999873575514,0.998611160072,0.302308387204
0,1,0.181652635323,0.999872382724,0.998586517065,0.324950420749
0,1,0.18001304322,0.999873991944,0.998551427958,0.309015093105
0,1,0.180301772692,0.999877007426,0.998669028379,0.318965033506
0,1,0.183249244086,0.999867728605,0.998506079692,0.319454601189
0,1,0.179044584099,0.999874753126,0.998649865238,0.339867825622
0,1,0.180407304203,0.99987506735,0.998577880979,0.307198471914
0,1,0.184668880062,0.999867733941,0.998613955369,0.319549888588
0,1,0.178194106836,0.999878601065,0.998638990891,0.357455888922
0,1,0.179384597142,0.999873929802,0.998589506768,0.366698427747
0,1,0.183543605858,0.999873290121,0.998643029964,0.296197571555
0,1,0.177991047608,0.999874012336,0.998592475776,0.330056194002
0,1,0.178048852789,0.999870409834,0.998578199237,0.341563922244
0,1,0.18168287188,0.999870054722,0.998549951541,0.320113170969
0,1,0.179139443885,0.999879110883,0.998658472036,0.303322201686
0,1,0.176661824865,0.999879486172,0.998588533098,0.318100112353
1,1,0.179482421296,0.999879154429,0.998593911043,0.326154292548
1,1,0.182318136005,0.999878270921,0.998609776457,0.337745295684
1,1,0.178221082587,0.999869223065,0.998576123343,0.324041666239
1,1,0.180132507263,0.999873226873,0.998560392868,0.324224244893
1,1,0.183243018913,0.999873066447,0.99860360405,0.338213628212
1,1,0.178727693129,0.99986707279,0.998470788231,0.329091679905
1,1,0.177717436414,0.999876606192,0.998595396681,0.304119294028
1,1,0.182310428648,0.999874976593,0.998629766997,0.300766593609
1,1,0.175910357503,0.999877481286,0.998592589199,0.305050011934
1,1,0.177024070671,0.999877525295,0.998645694551,0.300410440535
1,1,0.177322582558,0.999872674081,0.998640929271,0.309664418084
1,1,0.177707653999,0.999872553392,0.998595613593,0.336314357544
1,1,0.173048852789,0.999875346925,0.998543273818,0.34230395618
1,1,0.178116440387,0.999875780335,0.998685202119,0.324853238006
1,1,0.176687911306,0.99987598003,0.998514978771,0.330834711136
1,1,0.174208513666,0.999876803498,0.998564160723,0.322999005668
1,1,0.172344518883,0.999880106254,0.998590097488,0.320458358438
1,1,0.177083358036,0.999874720035,0.998499969584,0.312892610452
1,1,0.172670302958,0.999877741507,0.998508914984,0.34536567695
1,1,0.174306041383,0.999878726642,0.998577583254,0.334420706305
1,1,0.179546451651,0.999875170663,0.998659937901,0.310997339632
1,1,0.173877097291,0.999875487754,0.998710198758,0.381255069831
1,1,0.175857888184,0.999874933391,0.998670579773,0.303810695483
1,1,0.177613387087,0.999875671244,0.998558317855,0.322585968403
1,1,0.180582201933,0.999871939421,0.998630093674,0.325131853582
1,1,0.174604256833,0.999878850391,0.99847035074,0.310254178961
1,1,0.181850655125,0.99985941179,0.998328031925,0.290682515944
1,1,0.181663010612,0.999873356868,0.998638497894,0.350576007395
1,1,0.178069603368,0.999876467041,0.998576588864,0.357931035459
1,1,0.17661083773,0.999876220019,0.998571915988,0.341975690162
1,1,0.181594237268,0.999869957419,0.998613261761,0.349828173812
1,1,0.175516689393,0.999880804437,0.998661298974,0.332123269168
1,1,0.17696893342,0.99987313811,0.998686169064,0.355158777082
1,1,0.178275626964,0.99987180573,0.998485746704,0.315873911801
1,1,0.184261279421,0.999875300591,0.998596019786,0.29826844137
0,1,0.177044821249,0.999875560846,0.998693779752,0.321752869094
0,1,0.18057775538,0.999874147359,0.998628642221,0.341095614683
0,1,0.181093555463,0.999871294208,0.998606574134,0.322275543049
0,1,0.176636331298,0.999874482333,0.998603006057,0.330849499252
0,1,0.176299282623,0.999879746061,0.998694530998,0.33469830325
0,1,0.180268571767,0.999871936381,0.998541615291,0.304681326829
0,1,0.177737594119,0.999875732111,0.998664072427,0.317209926136
0,1,0.176427046896,0.999875365503,0.998557347618,0.341543950885
0,1,0.178730953934,0.99987470077,0.998623475164,0.317112962185
0,1,0.181717258552,0.999874050469,0.998508663459,0.311337757704
0,1,0.176207683643,0.999870705486,0.998447907738,0.316994315484
0,1,0.176261931582,0.99987482888,0.998463569397,0.312555278401
0,1,0.179151004921,0.999873354005,0.998504136972,0.313853329881
0,1,0.176108673742,0.999873775739,0.998672127489,0.324065129574
0,1,0.176098002016,0.999874431777,0.998571152735,0.352508955494
0,1,0.179071263414,0.999870724616,0.998504662549,0.33782696143
0,1,0.177935021047,0.999878828004,0.998530392399,0.35456615447
0,1,0.174214738839,0.999871536726,0.998314936973,0.318932953687
0,1,0.175731902532,0.999870708616,0.998534406826,0.331309175056
0,1,0.17897996087,0.999870916297,0.998546135173,0.316801657391
0,1,0.173682041857,0.999876844083,0.998565873041,0.308195096081
0,1,0.173464753661,0.999870881352,0.99839600002,0.325583311467
0,1,0.177227129899,0.999878340836,0.998591395441,0.323778215499
0,1,0.17420347424,0.999876273373,0.998634554708,0.351095250876
0,1,0.173557834825,0.999870774284,0.998421182969,0.311322340061
0,1,0.176444833106,0.999871053399,0.998508584182,0.338545702596
0,1,0.179050216399,0.999873193139,0.998679501781,0.350474490844
0,1,0.174989328274,0.999877960408,0.998525245199,0.3295218823
0,1,0.176029821545,0.999885039666,0.998690663779,0.32993705958
0,1,0.179239046659,0.999870206843,0.998543529658,0.316716875779
0,1,0.175340605917,0.999878876602,0.998548457439,0.322310295787
0,1,0.175610956305,0.999875120473,0.998557449672,0.353089874057
0,1,0.178281259264,0.999873823685,0.998562940223,0.314051231749
0,1,0.180832394617,0.999873052624,0.99860115523,0.296576592623
0,1,0.176158178692,0.99986821903,0.998383746855,0.330155934609
1,1,0.177233651509,0.999873578158,0.998473452999,0.317997548907
1,1,0.17992055493,0.999870670246,0.998524237424,0.303425032717
1,1,0.176374874014,0.999868832515,0.998527227431,0.337923288889
1,1,0.176719926484,0.999879969167,0.99861483319,0.329038237185
1,1,0.179634196953,0.999871068978,0.99857290134,0.350512436902
1,1,0.187559139147,0.999863593074,0.998476244476,0.346352202377
1,1,0.184178869983,0.999876425161,0.99876438249,0.326132683425
1,1,0.18873688267,0.999869336916,0.998723221008,0.337141845534
1,1,0.143690934962,0.999883478346,0.998381467076,0.348434347505
1,1,0.177899448627,0.999872983808,0.998592906576,0.332921661153
1,1,0.190288433035,0.999871189287,0.998695531826,0.334291210675
1,1,0.189177387799,0.999871947467,0.998585685529,0.364749079467
1,1,0.18370516393,0.999867959165,0.998543637101,0.323709204148
1,1,0.178907926721,0.999872053503,0.998521915283,0.321984001632
1,1,0.183883322464,0.999866568487,0.998483438897,0.342000447682
1,1,0.176679907512,0.99987328599,0.998613881763,0.328524278996
1,1,0.180884567499,0.99986867143,0.998544949311,0.336459692009
1,1,0.174943084129,0.999877959461,0.998647410736,0.337253172075
1,1,0.172568032252,0.999878093443,0.998536884713,0.334406966027
1,1,0.169640125689,0.999876282722,0.998446808125,0.318667820409
1,1,0.179378964843,0.999874586196,0.998555357683,0.35628228035
1,1,0.171288018023,0.99987598094,0.99848717359,0.339564084342
1,1,0.171832868916,0.999872865141,0.998503899576,0.346759159558
1,1,0.175116203237,0.999873538301,0.998544035698,0.333131619355
1,1,0.170209580838,0.999874036573,0.998556423439,0.31604433046
1,1,0.170123021284,0.999877144796,0.998479189656,0.30155355775
1,1,0.171429418391,0.999876617814,0.99855760516,0.328500718846
1,1,0.171393845971,0.999874817346,0.998640833588,0.299380591798
1,1,0.167923460011,0.999875377068,0.998597384601,0.328056060108
1,1,0.17771595423,0.99986901447,0.998466118579,0.314206858512
1,1,0.174140036758,0.99988093608,0.99866427171,0.320723696207
1,1,0.174550898204,0.999874220418,0.998511920021,0.366414318806
1,1,0.173073753483,0.999873102863,0.998509479912,0.315025350177
1,1,0.181357977115,0.999873783868,0.998613515913,0.325080660606
1,1,0.171449279659,0.999876484136,0.998636651214,0.318387805022
0,1,0.174456334855,0.999876351154,0.998565711307,0.32074545749
