Artefact,Subject,AUC,PSD,AutoCorr,SampEn
0,1,0.0404711893352,0.999932353042,0.996485985883,0.311041411382
0,1,0.0396977993183,0.999936685196,0.996719008953,0.327521810719
0,1,0.0398755644252,0.999933271505,0.996497557534,0.32305543752
0,1,0.040624917022,0.999931104481,0.996357850639,0.336680738597
0,1,0.0393555455865,0.999937243203,0.996490206312,0.320957607471
0,1,0.0393073309939,0.999936784226,0.996448911553,0.351078235684
0,1,0.0403522600066,0.999932855298,0.996538457318,0.319103235803
0,1,0.0401521345089,0.999940600877,0.996815314833,0.312172854147
0,1,0.0395783109799,0.999933298681,0.996366243588,0.331417675875
0,1,0.0404006143517,0.99993724967,0.996606108359,0.334932378259
0,1,0.0405994820774,0.999936613437,0.996616644741,0.329341728271
0,1,0.0399110615456,0.999934627377,0.996496910876,0.349130748662
0,1,0.04036218243,0.999930396961,0.99641843069,0.34930734745
0,1,0.0405891403967,0.999935291689,0.996546696805,0.333055054205
0,1,0.039871092347,0.999936825442,0.996832231712,0.331940638452
0,1,0.0401332679292,0.999935349748,0.996701523441,0.353089935984
0,1,0.041141581802,0.99993556312,0.996675927047,0.32769906859
0,1,0.0397812315265,0.999937243179,0.996813980654,0.331052357461
0,1,0.0401068547176,0.999933787818,0.996837735568,0.33825191319
0,1,0.0407548867935,0.999936583639,0.996711844562,0.342000100244
0,1,0.039778855735,0.999931294009,0.99638513127,0.324467689461
0,1,0.0400204877081,0.999932275886,0.996642402808,0.337849806109
0,1,0.0400550065614,0.999937633105,0.996648906415,0.337427938161
0,1,0.0398822725424,0.999937093303,0.996585220832,0.324781426501
0,1,0.0403227722413,0.999929829212,0.996478027645,0.340681791609
0,1,0.0395820842959,0.999936548714,0.99663181039,0.296373404742
0,1,0.0399232200081,0.999933796674,0.996127504306,0.308302177322
0,1,0.040609124996,0.999931626153,0.996358278304,0.342469705223
0,1,0.0394783879835,0.99993301676,0.996504581686,0.314965908906
0,1,0.0395468666804,0.999935541667,0.996462458327,0.353049818177
0,1,0.0402327716683,0.999932348537,0.996444494406,0.323360872099
0,1,0.0394113068111,0.999932497612,0.996396913615,0.336430726482
0,1,0.0393520517755,0.999933693318,0.996414330269,0.361337982478
