,Artefact,Subject,AUC,PSD,AutoCorr,SampEn
0,0,1,0.0407520939147816,0.9999323530417913,0.9951976218030606,0.31104141138197106
1,0,1,0.03997333591136851,0.9999366851955345,0.9950946462081047,0.32752181071870506
2,0,1,0.0401523348597497,0.9999332715052324,0.9951409379387889,0.32305543752036403
3,0,1,0.04090688860284705,0.9999311044811677,0.9947710689177537,0.3366807385966047
4,0,1,0.039628706646757245,0.9999372432033445,0.9948656512502019,0.32095760747139546
5,0,1,0.039580157403682176,0.9999367842256621,0.9950131911588127,0.3510782356843035
6,0,1,0.0406323391151964,0.9999328552980702,0.9948364278300951,0.3191032358028408
7,0,1,0.04043082457582384,0.9999406008765273,0.9955005610078794,0.3121728541469239
8,0,1,0.03985301822200851,0.9999332986810824,0.9950127075758521,0.33141767587496246
9,0,1,0.040681029080715164,0.9999372496702227,0.9952090729732711,0.3349323782594996
10,0,1,0.04088127711809439,0.9999366134366348,0.9952566743015493,0.3293417282708073
11,0,1,0.04018807836044844,0.9999346273769556,0.9950749804465723,0.3491307486622371
12,0,1,0.040642330408698774,0.9999303969613615,0.9949342659866779,0.3493073474497269
13,0,1,0.04087086365726092,0.999935291689084,0.9951801355997112,0.33305505420472525
14,0,1,0.040147831741551426,0.9999368254423281,0.9951004603831661,0.33194063845244387
15,0,1,0.040411827045924914,0.9999353497483474,0.9950981415751147,0.3530899359835597
16,0,1,0.04142713947719076,0.9999355631201733,0.995091312554826,0.3276990685903351
17,0,1,0.04005734721025492,0.9999372431794054,0.9952765146354374,0.3310523574607368
18,0,1,0.040385230504066366,0.9999337878184471,0.9953168908398001,0.338251913189886
19,0,1,0.04103776047548427,0.9999365836391017,0.9952997808032822,0.3420001002438971
20,0,1,0.04005495492871211,0.9999312940094971,0.9946721177935557,0.32446768946050675
21,0,1,0.0402982640338623,0.99993227588625,0.99483566524538,0.3378498061092181
22,0,1,0.04033302247745521,0.9999376331051179,0.9953663301792702,0.33742793816113364
23,0,1,0.04015908953704708,0.9999370933031434,0.9954208108078719,0.32478142650124314
24,0,1,0.040602646679576554,0.9999298292123958,0.9950649873182004,0.340681791609243
25,0,1,0.0398568177279883,0.9999365487140243,0.9951394539215696,0.29637340474224066
26,0,1,0.04020032121304998,0.99993379667397,0.9950725827517288,0.3083021773216877
27,0,1,0.040890986966709425,0.9999316261528555,0.9949125423844817,0.342469705223339
28,0,1,0.03975240167476593,0.9999330167601957,0.9949928601509459,0.31496590890625437
29,0,1,0.0398213556721769,0.9999355416668199,0.9949688140869178,0.3530498181771987
30,0,1,0.0405120214258364,0.9999323485372978,0.9949961407029434,0.3233608720987293
31,0,1,0.03968485490179188,0.9999324976124753,0.9947623450076596,0.3364307264823556
32,0,1,0.039625188585664856,0.999933693317921,0.9950510563422527,0.3613379824778533
33,0,1,0.04035272361957262,0.999934593172507,0.995051233298804,0.34156302714504766
34,0,1,0.04027026026756683,0.9999299217220388,0.9948471904037496,0.3423230607906418
35,0,1,0.039499804888331796,0.9999326068407344,0.9949434954760042,0.31572254856185333
36,1,1,0.039917187656333813,0.9999358137874711,0.9951058630143099,0.3386790242905343
37,1,1,0.04045432522392109,0.9999321988094736,0.9952610847592462,0.3300926296571739
38,1,1,0.03973213764287373,0.9999394653562979,0.995378281920979,0.3185794005858245
39,1,1,0.040090839151854546,0.9999344578697015,0.9952498149721839,0.3481932019193698
40,1,1,0.04073239277266413,0.9999286126388083,0.9947830460440161,0.36712760613505835
41,1,1,0.03927619692529902,0.9999310633239558,0.9948343368051566,0.31932333133994667
42,1,1,0.04102312534133987,0.9999349994592815,0.9950281045483704,0.31737517627732653
