,Artefact,Subject,AUC,PSD,AutoCorr,SampEn
0,0,1,0.040325136024284836,0.9999323530417913,0.9951976218030606,0.31104141138197106
1,0,1,0.03955162828690123,0.9999366851955345,0.9950946462081047,0.32752181071870506
2,0,1,0.039729420452053354,0.9999332715052324,0.9951409379387889,0.32305543752036403
3,0,1,0.04047888711050135,0.9999311044811677,0.9947710689177537,0.3366807385966047
4,0,1,0.03920932245949743,0.9999372432033445,0.9948656512502019,0.32095760747139546
5,0,1,0.03916110052791133,0.9999367842256621,0.9950131911588127,0.3510782356843035
6,0,1,0.040206188593039205,0.9999328552980702,0.9948364278300951,0.3191032358028408
7,0,1,0.04000603263352831,0.9999406008765273,0.9955005610078794,0.3121728541469239
8,0,1,0.03943212176079658,0.9999332986810824,0.9950127075758521,0.33141767587496246
9,0,1,0.04025455029834002,0.9999372496702227,0.9952090729732711,0.3349323782594996
10,0,1,0.04045344829441827,0.9999366134366348,0.9952566743015493,0.3293417282708073
11,0,1,0.039764922975597916,0.9999346273769556,0.9950749804465723,0.3491307486622371
12,0,1,0.04021611252678592,0.9999303969613615,0.9949342659866779,0.3493073474497269
13,0,1,0.040443105039527305,0.999935291689084,0.9951801355997112,0.33305505420472525
14,0,1,0.039724947693181634,0.9999368254423281,0.9951004603831661,0.33194063845244387
15,0,1,0.0399871631820381,0.9999353497483474,0.9950981415751147,0.3530899359835597
16,0,1,0.04099563053390348,0.9999355631201733,0.995091312554826,0.3276990685903351
17,0,1,0.039635073194602355,0.9999372431794054,0.9952765146354374,0.3310523574607368
18,0,1,0.039960745949951804,0.9999337878184471,0.9953168908398001,0.338251913189886
19,0,1,0.040608876665211624,0.9999365836391017,0.9952997808032822,0.3420001002438971
20,0,1,0.039632697041451725,0.9999312940094971,0.9946721177935557,0.32446768946050675
21,0,1,0.039874365794241085,0.99993227588625,0.99483566524538,0.3378498061092181
22,0,1,0.03990888990178243,0.9999376331051179,0.9953663301792702,0.33742793816113364
23,0,1,0.03973612959036099,0.9999370933031434,0.9954208108078719,0.32478142650124314
24,0,1,0.0401766963392286,0.9999298292123958,0.9950649873182004,0.340681791609243
25,0,1,0.03943589565109462,0.9999365487140243,0.9951394539215696,0.29637340474224066
26,0,1,0.03977708328878049,0.99993379667397,0.9950725827517288,0.3083021773216877
27,0,1,0.040463092680735446,0.9999316261528555,0.9949125423844817,0.342469705223339
28,0,1,0.03933218355475587,0.9999330167601957,0.9949928601509459,0.31496590890625437
29,0,1,0.0394006726749796,0.9999355416668199,0.9949688140869178,0.3530498181771987
30,0,1,0.040086682066934554,0.9999323485372978,0.9949961407029434,0.3233608720987293
31,0,1,0.039265092171679616,0.9999324976124753,0.9947623450076596,0.3364307264823556
32,0,1,0.03920582811662887,0.999933693317921,0.9950510563422527,0.3613379824778533
33,0,1,0.03992845822184632,0.999934593172507,0.995051233298804,0.34156302714504766
34,0,1,0.039846550825007376,0.9999299217220388,0.9948471904037496,0.3423230607906418
35,0,1,0.039081289736793534,0.9999326068407344,0.9949434954760042,0.31572254856185333
71,0,1,0.041022746634563456,0.9999362578853579,0.9953229824375665,0.3184172588611532
72,0,1,0.03994509129390067,0.9999367788396947,0.9952474176842377,0.2869984675487779
73,0,1,0.04139077082547982,0.9999337962182595,0.9951756547972612,0.32560352299511414
74,0,1,0.039532199740552054,0.999930265649046,0.994754620342891,0.32768680153608853
75,0,1,0.03974856945097305,0.9999386079024482,0.9950682907133935,0.3167181659785182
76,0,1,0.040631380233285164,0.9999301631234221,0.9949262853012243,0.33619829320403416
77,0,1,0.04017641679179912,0.9999340163049347,0.9950872562839911,0.3075154585316661
78,0,1,0.03976967528189912,0.9999341418936608,0.9951617338110852,0.3512134530490958
79,0,1,0.04021233863648788,0.9999318103798491,0.9950842925358298,0.36063837313877833
80,0,1,0.040922948202237464,0.9999346587263845,0.9951860039220435,0.3545424327497635
81,0,1,0.039791619755113694,0.9999370126548278,0.9954314468854556,0.3255593435282518
82,0,1,0.04005397501768487,0.9999347897616923,0.9952000667210601,0.3081685147151464
83,0,1,0.040413892333146184,0.9999333359313799,0.9950914367929855,0.337781549903815
84,0,1,0.04017529860208113,0.9999343445708855,0.9950962096924231,0.31993846739613385
85,0,1,0.03975443994699224,0.9999339389774398,0.9951300470477902,0.339659127549732
86,0,1,0.04049118719739864,0.9999341874639546,0.9950912209408297,0.3462297051546906
87,0,1,0.04031870643340674,0.9999295201513522,0.994798754460906,0.33153747860596827
88,0,1,0.03966917798099945,0.9999341077651405,0.9952427539054202,0.3166472176726403
89,0,1,0.040074381980037266,0.9999316222201495,0.9948043044143738,0.32815679916154233
90,0,1,0.040492165613401854,0.9999330676131936,0.9951328516451894,0.33663667875165726
91,0,1,0.039319743694143816,0.9999321320081778,0.9950660208868659,0.3126702165027608
92,0,1,0.039480483466097394,0.9999306895610133,0.9946035208199603,0.3411754327359431
93,0,1,0.04021485456335322,0.9999352606098985,0.9952186692213609,0.3191386085259125
94,0,1,0.03975597745785442,0.9999337464322156,0.9948889655629792,0.3250485623021836
95,0,1,0.03934252680964678,0.9999354583759491,0.9949272042147095,0.3586583093404008
96,0,1,0.039964100519105594,0.999935417077232,0.9951561259976244,0.3185467760127632
97,0,1,0.04018466344096888,0.9999247367581547,0.9947576165914838,0.3171547224622799
98,0,1,0.03933218355475587,0.999935262606678,0.9951524469337605,0.32568431225455136
99,0,1,0.039591883116746995,0.9999347755281948,0.9951284491627334,0.3242605160426565
100,0,1,0.040181588419244574,0.9999324362289979,0.9951733799449076,0.3045978546270418
101,0,1,0.03958545352586884,0.9999317602326349,0.9952106520421716,0.335559356899819
102,0,1,0.03942778877563957,0.9999376076621999,0.9951012018151585,0.3392284074710632
103,0,1,0.04010233672298569,0.9999364419019815,0.9950879633770527,0.3328466161558401
104,0,1,0.040464350644168146,0.9999377186631377,0.9953683537212469,0.32205517341484435
105,0,1,0.03918849617600084,0.9999333257280371,0.9950468165336414,0.33385723885379226
141,0,1,0.03681849306883117,0.999936952410465,0.9948365885150774,0.34016000970039767
142,0,1,0.038720394005329006,0.9999380358696521,0.9952400269616147,0.30920187847247177
143,0,1,0.03724843701537833,0.9999415019461411,0.9953144163502585,0.34339678934251927
144,0,1,0.037466204462946795,0.999937296135143,0.9949736665116726,0.34409102403385894
145,0,1,0.03818743683101683,0.9999347910916121,0.9950138724987307,0.31693391320410386
146,0,1,0.03766845702817884,0.9999378057627564,0.9949659207031355,0.34090374032413717
147,0,1,0.03708965407543113,0.9999364663864272,0.995058832516732,0.33261241842490574
148,0,1,0.037586270083910356,0.9999388797647163,0.9949879796229129,0.32787071627969333
149,0,1,0.0380266970590632,0.9999352485320845,0.9947981866618406,0.34232352986217546
150,0,1,0.03720510716380826,0.9999324223990871,0.995046361037971,0.33905433897876597
151,0,1,0.037447195237741815,0.9999327974048464,0.9947335264482697,0.34041293747974777
152,0,1,0.03834580044981978,0.999934553431402,0.9950231025639411,0.3349082839292101
153,0,1,0.037221880009577324,0.9999352050674608,0.9950442291404148,0.3092981663791142
154,0,1,0.03746550559437306,0.9999370177353302,0.9950617013909995,0.33198071224160586
155,0,1,0.03835768121557287,0.9999317974965389,0.9948758719202039,0.31641162198681594
156,0,1,0.03756139036268624,0.9999392812401134,0.9951819121055354,0.3262673445018836
157,0,1,0.03702927183066246,0.9999339145795193,0.9949395442916872,0.3272650763214438
158,0,1,0.0377091311791688,0.9999327046703962,0.9946426891478876,0.36477999920233767
159,0,1,0.038170244664103514,0.9999363725397666,0.9951417436070692,0.33390822911616963
160,0,1,0.037450829354325144,0.9999378876629642,0.9949913559315782,0.33074880979774496
161,0,1,0.03739338235756606,0.9999344696514848,0.9949775350454817,0.3255018953918504
162,0,1,0.038486552580565214,0.999937764745989,0.9950169224090342,0.3330744451873949
163,0,1,0.03739184484670388,0.9999364021810616,0.9948338769203793,0.32003083266087723
164,0,1,0.037275832663467845,0.999936325283374,0.9950592571326009,0.32745685297203503
165,0,1,0.037501986533920784,0.9999338401410658,0.9951402923003175,0.34098022219008045
